1;0E-11
1.1;0.08675506436
1.2;0.16595623285
1.3;0.23881424518
1.4;0.30627022844
1.5;0.36907024642
1.6;0.42781574000
1.7;0.48299864887
1.8;0.53502647927
1.9;0.58424058496
2.0;0.63092975356
2.1;0.67534047489
2.2;0.71768481792
2.3;0.75814655590
2.4;0.79688598641
2.5;0.83404376713
2.6;0.86974399875
2.7;0.90409672571
2.8;0.93719998204
2.9;0.96914147783
3.0;1.00000000000
3.1;1.02984658295
3.2;1.05874549359
3.3;1.08675506436
3.4;1.11392840242
3.5;1.14031399560
3.6;1.16595623282
3.7;1.19089585394
3.8;1.21517033851
3.9;1.23881424517
4.0;1.26185950710
4.1;1.28433569172
4.2;1.30627022841
4.3;1.32768861019
4.4;1.34861457152
4.5;1.36907024642
4.6;1.38907630950
4.7;1.40865210111
4.8;1.42781574000
4.9;1.44658422400
5.0;1.46497352073
5.1;1.48299864885
5.2;1.50067375230
5.3;1.51801216659
5.4;1.53502647926
5.5;1.55172858505
5.6;1.56812973560
5.7;1.58424058490
5.8;1.60007123138
5.9;1.61563125521
6.0;1.63092975353
6.1;1.64597537257
6.2;1.66077633653
6.3;1.67534047484
6.4;1.68967524715
6.5;1.70378776586
6.6;1.71768481790
6.7;1.73137288376
6.8;1.74485815602
6.9;1.75814655591
7.0;1.77124374915
7.1;1.78415516033
7.2;1.79688598643
7.3;1.80944120928
7.4;1.82182560748
7.5;1.83404376714
7.6;1.84610009207
7.7;1.85799881351
7.8;1.86974399876
7.9;1.88133955975
8.0;1.89278926071
8.1;1.90409672571
8.2;1.91526544526
8.3;1.92629878315
8.4;1.93719998197
8.5;1.94797216956
8.6;1.95861836376
8.7;1.96914147781
8.8;1.97954432505
8.9;1.98982962351
9.0;1.99999999996
9.1;2.01005799435
9.2;2.02000606305
9.3;2.02984658298
9.4;2.03958185465
9.5;2.04921410563
9.6;2.05874549356
9.7;2.06817810880
9.8;2.07751397755
9.9;2.08675506437
10.0;2.09590327427
10.1;2.10496045577
10.2;2.11392840240
10.3;2.12280885556
10.4;2.13160350590
10.5;2.14031399556
10.6;2.14894192014
10.7;2.15748883011
10.8;2.16595623284
10.9;2.17434559387
11.0;2.18265833861
11.1;2.19089585388
11.2;2.19905948912
11.3;2.20715055774
11.4;2.21517033848
11.5;2.22312007661
11.6;2.23100098496
11.7;2.23881424517
11.8;2.24656100873
11.9;2.25424239803
12.0;2.26185950709
12.1;2.26941340294
12.2;2.27690512610
12.3;2.28433569169
12.4;2.29170609012
12.5;2.29901728781
12.6;2.30627022841
12.7;2.31346583285
12.8;2.32060500070
12.9;2.32768861013
13.0;2.33471751941
13.1;2.34169256681
13.2;2.34861457152
13.3;2.35548433408
13.4;2.36230263730
13.5;2.36907024643
13.6;2.37578790955
13.7;2.38245635861
13.8;2.38907630942
13.9;2.39564846239
14.0;2.40217350275
14.1;2.40865210102
14.2;2.41508491384
14.3;2.42147258377
14.4;2.42781573993
14.5;2.43411499858
14.6;2.44037096278
14.7;2.44658422402
14.8;2.45275536102
14.9;2.45888494132
15.0;2.46497352065
15.1;2.47102164418
15.2;2.47702984567
15.3;2.48299864883
15.4;2.48892856707
15.5;2.49482010363
15.6;2.50067375233
15.7;2.50648999720
15.8;2.51226931324
15.9;2.51801216649
16.0;2.52371901424
16.1;2.52939030499
16.2;2.53502647923
16.3;2.54062796903
16.4;2.54619519878
16.5;2.55172858500
16.6;2.55722853660
16.7;2.56269545538
16.8;2.56812973555
16.9;2.57353176456
17.0;2.57890192313
17.1;2.58424058494
17.2;2.58954811731
17.3;2.59482488116
17.4;2.60007123139
17.5;2.60528751625
17.6;2.61047407859
17.7;2.61563125513
17.8;2.62075937707
17.9;2.62585876981
18.0;2.63092975352
18.1;2.63597264306
18.2;2.64098774785
18.3;2.64597537248
18.4;2.65093581653
18.5;2.65586937462
18.6;2.66077633644
18.7;2.66565698743
18.8;2.67051160819
18.9;2.67534047487
19.0;2.68014385918
19.1;2.68492202883
19.2;2.68967524710
19.3;2.69440377320
19.4;2.69910786226
19.5;2.70378776583
19.6;2.70844373110
19.7;2.71307600176
19.8;2.71768481788
19.9;2.72227041564
20.0;2.72683302773
